num_inputs,num_outputs,num_registers,num_wires,num_always_sequential,num_always_combinational,num_assigns,num_case_statements,num_arithmetic_ops,num_multipliers,num_logical_ops,bitwidth_max,max_if_depth,sequential_ratio,cyclomatic_complexity,fanout_estimate,ast_depth,num_parameters,num_generate_blocks,num_memory_blocks,num_signed_ops,fsm_state_count,combinational_path_len,pipeline_depth,routing_congestion_factor,area,power,delay
13,5,43,90,12,2,14,1,11,3,14,32,7,0.8571428571428571,14,1.77,9,5,3,1,3,0,14,3,4.98,3138.7311074760414,1.087746742602249,0.6228549648670277
11,7,60,42,4,8,14,2,22,4,18,8,7,0.3333333333333333,17,4.16,11,5,2,0,3,3,10,6,21.84,480.1601181138353,0.26787623241250313,0.43688476793726166
12,4,24,16,2,3,0,3,0,0,28,16,6,0.4,17,3.96,7,2,0,0,0,4,5,2,3.96,198.87430484092536,0.1697559223219475,0.4094558765967364
14,14,160,79,15,4,30,4,25,0,36,8,6,0.7894736842105263,22,5.26,10,2,3,1,0,0,10,2,51.94,714.0858513474366,0.518737087033458,1.0592132976059006
6,4,12,6,1,4,4,3,4,0,24,1,10,0.2,20,4.84,11,3,0,0,0,3,2,1,29.04,23.545294021070433,0.006318685541372626,0.9112647942088418
10,11,21,7,1,2,2,4,0,0,27,1,8,0.3333333333333333,22,4.03,9,4,0,0,0,8,7,1,28.21,25.28289383765009,0.009352983771440832,0.953912710084798
15,16,69,50,13,7,10,4,21,3,33,16,2,0.65,15,3.42,6,3,4,0,1,8,14,6,10.69,1148.9038388175036,0.5993630401745125,0.3699867609579608
8,2,28,11,4,3,10,0,31,5,4,32,1,0.5714285714285714,3,9.91,3,4,3,1,6,0,18,3,3.41,4517.154072752876,1.147898304703116,0.6167613564391289
4,5,52,62,5,2,19,1,20,0,30,8,4,0.7142857142857143,10,2.69,10,6,2,4,1,3,12,5,20.85,483.1272678815463,0.2515514063888446,0.447066653935981
9,4,14,14,1,2,1,3,4,0,8,1,6,0.3333333333333333,16,2.93,8,4,1,0,0,11,5,2,41.02,30.698936255050445,0.005689304521812672,0.7340733684470905
6,11,12,15,3,1,4,3,0,0,24,2,2,0.75,12,1.86,3,6,1,0,0,8,5,2,13.95,30.62529499342439,0.012145733544226213,0.4116575319534589
15,13,85,54,6,4,28,2,7,0,15,32,8,0.6,17,4.59,14,1,2,3,2,8,11,4,7.75,1997.5978098769306,1.357721071751228,0.4979871637970701
5,11,157,70,11,5,6,1,15,4,32,16,5,0.6875,10,4.98,9,5,4,0,4,3,13,3,21.79,1865.8402047651746,1.2445346238984567,0.6861012928416674
20,5,81,44,11,6,9,4,7,3,32,64,3,0.6470588235294118,16,5.39,7,5,2,1,4,8,5,6,3.71,10627.673203544402,3.470609134969768,0.33266028301487577
3,2,17,58,8,2,5,2,13,3,13,32,2,0.8,8,1.17,4,2,0,2,0,0,17,5,2.12,2896.077282509652,0.8073817425994921,0.4295325834998172
14,6,23,30,7,1,17,4,17,3,28,64,2,0.875,17,3.6,6,4,0,1,1,0,11,2,1.69,9051.240304099272,2.0465558998171085,4.170754418576427
6,13,32,13,3,5,4,3,3,0,14,16,2,0.375,13,3.55,4,1,1,0,0,11,8,1,2.88,257.5555673483765,0.2148630362961584,0.5862676221475644
7,4,131,73,5,2,25,4,22,1,16,8,8,0.7142857142857143,23,5.08,14,6,4,0,3,0,14,5,46.36,592.3436712055833,0.4626251276936273,0.7220863488003422
4,2,99,52,10,2,12,2,18,3,15,32,2,0.8333333333333334,7,5.96,5,3,2,2,0,0,5,8,9.69,4074.932372146956,1.7512799572417637,0.24928493873365154
3,4,18,21,3,1,4,4,2,0,17,4,10,0.75,25,2.2,11,3,0,0,0,4,3,2,11.55,57.37000450224049,0.033331534224173114,0.4952074808615241
3,15,20,16,1,4,0,1,4,0,27,2,3,0.2,8,1.63,5,1,0,0,0,8,6,1,13.04,35.6577434656798,0.016858694139295832,0.593585693928087
8,6,7,12,1,1,3,2,4,0,14,4,9,0.5,17,2.2,10,1,0,0,0,5,4,1,6.6,34.52665817928436,0.013396135642325916,0.6319821644936643
8,5,119,21,4,3,19,2,22,6,10,16,4,0.5714285714285714,9,15.72,7,3,3,1,4,0,15,2,20.63,2033.6547982488476,1.040333944327737,4.892401005330808
7,12,142,25,14,1,8,3,16,2,31,32,6,0.9333333333333333,16,10.18,10,5,1,1,0,0,7,2,7.95,3417.051965069359,2.1107215149731817,2.298857359048248
10,1,74,56,8,0,17,2,33,0,15,32,2,1.0,7,4.96,6,0,3,2,2,0,4,8,8.68,1517.7583968467507,1.0634409252577826,0.20753392106255944
16,15,54,41,7,1,5,1,20,4,40,8,7,0.875,11,3.21,12,2,0,2,3,0,4,5,16.45,604.5748614482654,0.27654099101873664,0.35169229475623626
4,5,16,24,1,5,5,3,4,0,16,4,7,0.16666666666666666,18,1.9,9,2,1,0,0,3,5,2,11.4,51.91702767002315,0.026750838714184162,0.4642433551914046
12,7,16,24,3,4,8,5,2,0,25,16,7,0.42857142857142855,25,2.55,8,6,0,0,0,3,3,2,3.82,161.8853009939135,0.1318113730927526,0.43088351786412327
8,7,58,79,9,5,23,2,7,1,15,8,2,0.6428571428571429,10,2.48,6,3,3,2,4,3,13,5,24.49,448.5178746993531,0.26205943353864086,0.4513130625069496
10,1,48,19,7,0,4,1,6,0,10,64,1,1.0,5,8.68,4,3,2,2,4,0,11,7,2.58,2206.551451986625,1.6742029669922083,0.3216696356387089
3,7,19,23,3,4,6,3,4,0,27,8,4,0.42857142857142855,14,2.05,7,3,1,0,0,12,2,1,5.89,111.46967027484958,0.07563684139065067,0.4586994667882152
8,12,21,23,3,4,2,3,1,0,9,8,8,0.42857142857142855,20,1.95,10,5,1,0,0,5,5,1,5.61,101.13240787147868,0.06720943643342343,0.6739146389678652
9,7,164,17,13,7,24,1,7,4,23,8,2,0.65,9,19.7,8,4,3,3,1,3,5,2,41.86,1042.9378784423232,0.617696771918914,2.574818224661766
8,11,30,17,1,2,8,4,1,0,15,1,6,0.3333333333333333,19,3.61,7,6,0,0,0,4,3,2,61.37,42.569439565426585,0.011818605400922678,0.8971938087376736
6,4,7,7,2,1,0,1,3,0,28,16,2,0.6666666666666666,8,2.6,4,8,0,0,0,11,3,1,1.14,110.0540648177438,0.0722028123097128,0.3733932698770664
7,7,63,42,10,6,8,3,21,1,23,64,6,0.625,17,3.82,11,6,1,3,0,3,12,2,2.51,6270.4386718298865,2.584429462291546,1.9590862935016695
5,5,56,47,10,2,22,2,8,0,3,8,1,0.8333333333333334,7,4.47,5,3,0,2,1,0,10,8,26.26,390.00265884977995,0.2154517623060557,0.31792461325438526
10,1,23,39,7,1,20,0,10,0,15,8,2,0.875,3,3.71,6,1,2,0,4,0,17,2,18.09,138.86893699219732,0.0922296297950186,0.6944050000645353
6,12,27,21,2,1,2,5,0,0,29,4,6,0.6666666666666666,24,2.33,7,4,0,0,0,6,5,1,12.23,69.73830065086739,0.0488028387832469,0.6703458136961313
10,5,69,53,5,0,6,0,30,0,5,64,3,1.0,4,4.1,6,3,0,0,2,0,17,5,3.4,1539.892567323719,1.6285722671908034,0.48155273248918357
10,7,10,13,2,3,1,1,2,0,7,2,6,0.4,12,2.31,8,7,1,0,0,3,2,2,15.02,26.1696599819526,0.009131737389539355,0.39105626474480243
10,6,16,24,1,1,5,1,4,0,21,1,4,0.5,8,2.27,5,5,0,0,0,6,7,2,54.48,34.38436687657738,0.00737084063510533,0.9122992143209862
10,2,91,37,7,0,19,1,22,3,13,16,3,1.0,6,8.62,6,1,1,2,0,0,6,4,19.93,1541.6786943809486,0.776120676281535,0.40549376902410766
10,8,24,18,3,2,0,5,4,0,28,1,8,0.6,26,2.88,10,7,1,0,0,8,2,2,51.84,37.60084251027677,0.010897525608920614,0.8391888063607269
6,1,120,49,9,0,8,2,18,6,12,64,2,1.0,7,7.5,6,0,0,2,6,0,6,3,5.74,19243.847956308844,5.4960323719389885,0.46356019359686945
8,11,87,43,10,5,9,1,15,4,22,64,7,0.6666666666666666,12,4.62,10,4,0,3,3,5,11,3,3.1,14570.081561999701,3.857154325224123,0.6163304825884598
8,9,28,8,2,5,7,3,2,0,6,16,2,0.2857142857142857,12,5.56,5,8,0,0,0,3,7,1,2.78,190.23082517869736,0.1892053136720533,0.5316969073752608
3,2,61,12,10,1,25,1,15,3,9,8,2,0.9090909090909091,6,17.8,4,4,2,0,4,0,9,4,26.7,439.1762996914332,0.23987456891537234,0.4805253387374452
8,1,32,41,4,0,15,2,8,2,4,8,2,1.0,8,3.67,4,2,3,0,2,0,8,3,18.81,268.49833973967577,0.14218269696256386,0.45424811311246943
8,3,70,10,4,2,14,1,21,2,13,32,4,0.6666666666666666,7,19.82,8,0,3,2,5,0,6,5,6.19,3057.215174704018,1.3047855432273983,0.2949113135477903
8,5,23,8,2,3,1,4,4,0,15,4,6,0.4,19,5.42,9,4,1,0,0,9,4,2,10.84,70.1178441957599,0.04065109150094537,0.42436649106787183
12,10,13,7,3,2,6,2,1,0,26,8,3,0.6,11,4.01,6,2,1,0,0,9,4,2,3.51,83.45817413546044,0.051799908740605194,0.296986289707559
10,10,28,20,3,4,0,5,2,0,12,16,3,0.42857142857142855,21,2.79,4,2,1,0,0,10,5,2,3.49,225.7159696617819,0.18965035864011945,0.40140222763313
15,13,105,74,8,7,5,2,15,4,40,32,2,0.5333333333333333,12,3.45,7,2,3,1,4,5,6,3,7.98,4569.830897669172,1.79360525398127,0.4086594486251146
5,8,144,46,14,2,29,3,6,2,24,16,4,0.875,15,7.91,6,3,1,0,2,8,13,6,22.74,1318.2610192374716,0.9818361112845758,0.45473730361629067
8,5,115,49,3,1,22,2,18,0,10,32,3,0.75,9,7.52,6,0,3,1,2,0,5,4,11.51,1781.2996867222691,1.6093878390086611,0.33996202439858714
11,3,13,24,1,1,3,1,2,0,16,2,2,0.5,7,2.2,4,4,0,0,0,10,7,1,26.4,42.210114063006735,0.012026285539105395,0.8166703531657785
12,3,17,14,2,2,1,1,2,0,19,16,3,0.5,9,3.88,5,7,0,0,0,7,6,2,3.4,149.73536150148922,0.12307943686490055,0.37197821560535277
12,16,161,55,13,6,32,1,24,2,33,16,7,0.6842105263157895,13,6.93,11,1,2,4,1,5,14,2,23.82,2007.5474499613313,1.152667075982821,2.130682589801629
8,2,56,54,4,3,17,0,10,3,4,16,4,0.5714285714285714,5,4.05,7,2,2,1,2,0,15,5,13.67,1196.771958869883,0.5130937391129359,0.4571082074436519
7,2,117,55,3,1,10,1,21,4,4,16,1,0.75,4,6.58,3,3,0,2,6,0,5,7,22.62,1787.5490428228459,1.0222491579591504,0.28339223747144965
7,9,129,16,6,3,11,2,21,1,38,16,2,0.6666666666666666,12,14.11,6,1,3,4,0,3,7,2,14.11,1611.8208001115743,1.0390216132170749,1.1117115295357822
5,4,69,50,3,1,23,1,14,5,9,8,2,0.75,5,5.03,6,1,0,0,1,0,6,2,31.44,604.0758462604547,0.3029036838619778,2.9064621169477447
19,14,129,36,7,3,11,2,18,4,11,32,4,0.7,14,7.63,7,5,0,1,1,5,10,6,8.58,4323.098665265314,2.3475634509161774,0.3619762607434507
13,12,158,67,15,7,20,1,11,3,16,64,8,0.6818181818181818,13,5.8,14,5,3,3,2,8,9,2,6.07,13220.2455673287,5.71740481230899,4.242809650823102
8,5,27,26,4,0,8,1,15,6,15,8,1,1.0,4,3.88,3,2,3,1,1,0,18,8,12.61,564.7470609997704,0.19833371937585398,0.37982978709703497
5,2,34,24,6,3,8,2,12,2,4,32,4,0.6666666666666666,10,5.06,8,4,3,0,3,0,17,3,3.79,1916.0247505872135,0.622060591988427,0.5844760859776581
3,5,119,53,10,3,14,2,29,6,8,8,1,0.7692307692307693,7,6.57,4,4,1,1,5,0,8,6,43.53,896.6705504902967,0.46505782224319236,0.4876973135194961
19,11,95,43,13,8,9,1,25,4,17,16,2,0.6190476190476191,7,5.47,4,6,1,0,3,3,13,5,14.7,1430.453001493423,0.7850159347929262,0.4149351734194207
9,2,97,12,12,1,6,0,6,0,10,64,3,0.9230769230769231,5,22.4,5,0,2,1,0,0,12,5,4.2,2710.687866066894,2.356080149451035,0.41818169537274014
5,14,9,24,2,2,3,1,4,0,15,8,6,0.5,10,0.98,7,8,0,0,0,3,6,2,2.94,54.42783497842536,0.030063187739101122,0.4098095630448889
9,6,14,6,1,1,5,2,3,0,25,2,2,0.5,9,5.13,5,6,0,0,0,11,7,2,15.39,35.24965571763195,0.013630394066776635,0.46195822508520035
9,2,89,52,10,1,21,1,20,6,4,16,3,0.9090909090909091,7,6.17,6,0,1,0,6,0,15,4,20.05,1774.9856297198278,0.866483496055432,0.5960938010803254
7,2,148,47,10,6,29,1,17,2,34,8,5,0.625,9,9.01,11,3,3,2,0,3,6,5,52.93,908.0491373739732,0.5686726799035117,0.5670103217067414
8,9,11,7,1,1,5,2,2,0,13,16,10,0.5,18,3.3,11,1,1,0,0,5,3,2,1.44,112.23692633564264,0.08172016444865476,0.4259182499630262
6,3,109,27,4,0,18,1,31,0,12,32,1,1.0,4,12.41,5,2,2,1,0,0,17,8,10.47,1671.1102701349691,1.448264529999222,0.34708212269427763
7,2,85,47,9,3,18,1,32,0,5,32,2,0.75,5,6.29,4,2,2,1,1,0,6,5,9.24,1422.3275482745262,1.161787255698588,0.2921042294288774
12,15,26,14,1,1,0,1,0,0,28,8,7,0.5,13,2.88,9,2,1,0,0,6,8,2,5.04,107.10992400858406,0.08146708470060651,0.45846140018743237
4,4,52,53,8,3,12,2,23,6,7,16,1,0.7272727272727273,7,3.34,3,2,0,1,5,0,5,8,11.06,1748.2621672230187,0.5924053236169121,0.22972376629453198
9,6,18,17,3,1,6,4,3,0,8,2,4,0.75,19,3.16,5,6,0,0,0,3,4,1,26.86,44.65267156668262,0.015237805041693128,0.7760551365797268
3,6,20,17,2,1,4,1,3,0,18,8,10,0.6666666666666666,16,2.58,11,2,1,0,0,10,6,2,5.48,100.92918294008368,0.0665933497450529,0.5097805244079612
4,8,18,21,1,1,7,3,2,0,18,1,4,0.5,16,2.2,5,4,0,0,0,5,7,2,46.2,30.693524093115055,0.008333194035215478,0.7702507901619081
4,2,24,26,9,2,17,1,10,1,9,64,4,0.8181818181818182,7,4.5,6,4,0,0,6,0,15,8,1.83,3064.3131364661826,1.0962115621981314,0.3922193592158433
6,5,115,54,8,2,21,0,7,1,14,16,3,0.8,5,6.74,5,0,1,2,2,0,14,3,22.75,1248.0376244284187,0.8745640032422802,0.6235266227631664
10,4,35,16,5,1,11,0,29,5,6,64,2,0.8333333333333334,4,7.84,6,2,2,1,1,0,15,6,1.96,15893.315521265116,2.9936354748171774,0.43650524771483146
3,1,47,40,10,0,17,2,29,1,7,32,1,1.0,6,4.58,3,2,1,2,1,0,18,5,5.72,2021.8986530958762,0.8596809330126458,0.4423008381984475
9,3,41,11,3,2,9,1,9,6,11,16,3,0.6,7,11.8,7,2,3,2,0,0,8,8,8.11,1751.7466422798543,0.6190275332173527,0.27138111250282265
9,1,96,46,10,0,11,2,35,1,4,16,2,1.0,8,6.91,4,2,2,2,1,0,10,3,19.87,1114.485071093307,0.7689556432561303,0.4963307055619679
6,1,31,43,10,2,10,0,29,3,7,64,3,0.8333333333333334,4,2.99,5,3,2,0,3,0,11,8,2.01,8697.010799220405,2.1270865782852524,0.3133446925893216
3,3,119,49,7,2,17,1,26,1,11,16,1,0.7777777777777778,4,7.48,5,1,3,0,1,0,15,5,22.91,988.5031594155645,0.7708291971767828,0.46198453410019147
5,7,30,5,1,3,7,3,3,0,28,1,2,0.25,14,7.7,3,6,1,0,0,3,3,2,38.5,32.10342707199864,0.012809289559464155,0.6266859626741865
3,2,87,27,7,2,21,1,34,3,8,32,3,0.7777777777777778,6,10.72,7,4,0,1,1,0,9,8,9.04,3506.030276936272,1.7101114790751841,0.2910615916670639
9,4,141,63,5,8,31,2,18,3,25,8,6,0.38461538461538464,15,6.48,9,2,1,2,1,3,5,4,51.03,954.5146223148078,0.5602507032526133,0.6417362670967617
16,6,138,39,15,1,24,3,7,3,30,64,6,0.9375,18,9.49,12,5,0,2,3,3,3,3,5.78,12345.871234657352,5.234869306842596,0.4884458028563606
5,9,16,6,2,4,2,3,2,0,10,16,4,0.3333333333333333,14,3.37,7,8,1,0,0,6,4,2,1.26,136.09505891214778,0.10665383862352307,0.3264251265322273
10,11,105,47,8,4,30,2,13,1,24,8,8,0.6666666666666666,17,6.0,11,2,4,4,3,0,8,6,35.25,750.0856214942406,0.49112349784199744,0.45547082181630777
6,13,28,19,3,5,4,2,3,0,11,8,5,0.375,12,2.61,7,2,1,0,0,11,3,2,6.2,118.15567362567784,0.09448952660984078,0.33761488579105603
3,4,15,15,1,2,4,5,2,0,16,1,9,0.3333333333333333,26,2.55,12,7,1,0,0,6,6,2,38.25,27.1256040592174,0.007087803438172622,0.8256509890584525
9,12,19,9,2,4,3,2,3,0,21,2,10,0.3333333333333333,17,3.25,11,1,1,0,0,11,6,2,14.62,35.66140984667953,0.01653462645852807,0.5560893362486877
14,14,65,76,6,5,35,2,17,4,17,32,2,0.5454545454545454,12,3.04,7,2,3,3,3,3,11,3,7.22,4596.4998236527135,1.5488877548528206,0.5141324371940176
10,5,54,40,10,1,12,1,19,1,10,16,1,0.9090909090909091,4,4.73,4,0,1,0,6,0,6,5,11.83,608.0990278349489,0.38224280975297775,0.27922966750738726
14,2,177,18,8,6,25,3,22,4,17,64,2,0.5714285714285714,12,25.92,6,6,1,2,3,3,10,5,7.29,14743.290806064877,5.862211100211476,0.4414595519966091
2,9,28,19,1,5,2,2,1,0,15,4,10,0.16666666666666666,18,2.51,13,5,0,0,0,6,8,2,11.92,70.27429699270809,0.045876487404452666,0.588481150567205
