num_inputs,num_outputs,num_registers,num_wires,num_always_sequential,num_always_combinational,num_assigns,num_case_statements,num_arithmetic_ops,num_multipliers,num_logical_ops,bitwidth_max,max_if_depth,sequential_ratio,cyclomatic_complexity,fanout_estimate,ast_depth,num_parameters,num_generate_blocks,num_memory_blocks,num_signed_ops,fsm_state_count,combinational_path_len,pipeline_depth,area,power,delay
7,5,69,39,12,8,9,4,10,2,37,32,3,0.6,16,4.64,8,5,0,0,4,0,4,3,105672.53474059337,43.878364347464604,2.539630372044988
9,9,12,17,1,2,6,1,3,0,14,8,9,0.3333333333333333,14,2.28,11,8,0,0,0,6,4,1,2727.3973700707547,1.241654141248656,4.180512338292887
10,2,29,15,1,1,7,5,4,0,11,16,2,0.5,20,5.95,3,3,0,0,0,12,2,1,10571.393525231362,5.910100917489243,3.093824147085082
6,5,92,12,12,0,17,2,24,4,11,8,3,1.0,9,18.94,5,2,1,1,3,0,6,7,27087.889076872485,12.100172956482181,1.5293191464603035
18,7,38,16,11,2,7,2,21,2,16,32,4,0.8461538461538461,11,6.57,7,3,2,1,3,5,12,6,111502.32773900453,36.00011739534303,2.8582315820839814
6,12,9,9,2,1,1,5,1,0,14,16,6,0.6666666666666666,24,1.68,7,6,0,0,0,7,6,2,4970.5931678964835,2.0107221810832425,3.625598769745718
4,4,51,12,3,2,8,2,14,1,14,8,4,0.6,10,11.02,8,0,0,0,5,0,18,3,9677.25106215931,5.1687611855657645,4.329625605069045
15,11,161,33,10,3,6,3,16,0,30,8,3,0.7692307692307693,14,9.93,5,3,4,3,4,3,6,3,33323.011356733696,17.909370553877807,2.157831158385524
2,4,29,15,2,2,4,2,0,0,18,8,2,0.5,10,4.05,3,4,1,0,0,8,4,1,4664.7811242551825,2.783411569892465,3.0198674820893103
12,5,18,15,2,1,4,3,4,0,18,1,10,0.6666666666666666,21,3.74,11,2,1,0,0,5,6,2,489.0433490004135,0.24414022613542008,3.4920222517852366
11,8,17,15,2,5,8,1,3,0,24,1,5,0.2857142857142857,10,3.44,6,7,0,0,0,11,8,1,516.3518859104421,0.2621788629186111,4.504094205309635
4,3,95,30,4,2,20,1,27,3,8,64,4,0.6666666666666666,8,10.1,8,1,1,1,5,0,10,7,523687.3801077706,176.0712125504736,2.854789979612821
13,8,160,15,8,5,11,4,23,4,28,16,5,0.6153846153846154,21,19.2,10,6,1,4,3,3,13,2,108339.94048218754,46.684360701665426,27.652257580400903
4,2,102,29,6,1,8,0,7,1,10,32,1,0.8571428571428571,3,10.3,4,4,1,2,5,0,10,5,115300.57493460011,55.3237725623688,2.149336395168912
5,1,112,59,4,3,11,0,31,5,11,16,4,0.5714285714285714,5,5.97,8,1,0,1,1,0,16,5,90170.39730585134,35.53507243205806,3.3275605479135164
18,11,149,69,12,8,33,2,20,3,24,32,8,0.6,16,6.0,12,5,3,1,2,8,4,4,205760.19445030054,75.5452456645235,2.789494840168568
7,7,23,7,1,2,3,4,1,0,28,4,5,0.3333333333333333,18,5.19,7,7,1,0,0,11,5,2,2413.5914030067747,1.331249758031,2.730153654897078
8,8,30,23,3,1,6,4,0,0,17,2,6,0.75,20,3.12,8,4,1,0,0,6,4,2,1221.7678390794827,0.6934727649034861,2.7796861518379052
9,3,101,53,9,1,18,0,25,4,3,8,4,0.9,5,6.4,6,3,1,1,1,0,4,4,28522.380537040834,12.694729025896894,1.8754401484688115
6,4,57,31,9,2,17,1,32,0,10,32,1,0.8181818181818182,4,6.4,4,1,0,2,0,0,16,2,62859.94741968065,31.006325424658534,4.697364109562884
2,11,10,12,1,4,1,5,1,0,20,2,6,0.2,23,1.24,7,2,0,0,0,7,2,1,683.7198265934826,0.3065395544289453,3.2373361515687393
9,2,25,47,6,0,13,2,25,6,4,64,1,1.0,7,2.69,5,3,2,0,4,0,14,4,836924.7078930044,211.28179533253063,4.231649051051629
9,3,19,16,3,4,2,4,1,0,29,8,10,0.42857142857142855,25,3.47,12,8,1,0,0,9,8,2,3983.8633753767404,1.939766411366009,4.254730531642729
4,3,73,25,10,3,14,0,21,6,8,16,2,0.7692307692307693,4,9.1,4,2,2,1,2,0,18,6,86686.8537332766,29.54096198004269,3.176241938594856
4,10,68,25,7,7,20,2,20,3,36,32,8,0.5,15,6.31,10,3,1,3,1,5,13,6,196839.25158253094,71.88152525249808,3.3224884828190873
8,4,111,45,8,2,18,1,15,2,6,64,1,0.8,4,7.83,4,0,1,0,1,0,15,5,379449.8838395032,137.81044788815797,3.381036978929163
4,2,53,24,8,1,13,0,28,4,5,32,3,0.8888888888888888,4,7.54,5,4,2,2,1,0,14,8,206214.03676901755,64.13829601991806,2.728380613766765
3,5,52,40,10,3,14,0,7,2,10,8,1,0.7692307692307693,2,4.29,4,3,0,2,5,0,14,2,19365.526801297554,8.248974170996195,11.619887943545796
11,6,8,12,1,5,6,5,4,0,25,2,5,0.16666666666666666,23,3.06,7,8,1,0,0,7,8,2,699.8782633911895,0.326633447784306,3.5328598712823935
4,2,96,23,7,0,9,0,11,4,4,8,2,1.0,3,12.21,5,3,3,1,0,0,7,4,27927.125830362867,11.907378639006058,2.133145598634586
18,3,79,48,14,4,18,1,22,1,17,32,4,0.7777777777777778,9,5.41,6,1,1,2,4,5,10,2,104829.05889085455,46.1417650582607,12.291552147294908
9,3,80,44,10,3,6,2,7,3,14,32,3,0.7692307692307693,9,5.66,5,0,1,2,6,0,17,6,172105.7205509975,59.52875986237829,3.306869749750341
12,11,30,37,11,8,34,3,10,4,35,8,7,0.5789473684210527,20,3.8,9,4,2,3,2,5,13,2,27181.517971391026,8.76009648765598,20.680257026029967
8,13,21,14,3,4,8,1,3,0,8,4,7,0.42857142857142855,12,3.01,9,2,1,0,0,11,8,1,2096.9421946775933,1.1013253062776571,4.747341126654117
17,2,68,81,9,8,25,4,6,1,25,64,6,0.5294117647058824,20,3.18,10,4,3,0,0,3,14,3,221578.02447056986,79.74817548560972,5.221421904888698
9,1,44,17,10,0,24,0,21,5,7,8,3,1.0,5,11.98,6,3,1,1,4,0,6,5,24971.813467081585,8.739811585336966,1.9019205881514554
10,13,10,7,2,4,5,5,2,0,6,16,6,0.3333333333333333,24,2.75,8,8,0,0,0,10,6,2,6063.691176291083,2.2794438374342256,3.61057711357298
9,4,57,22,6,3,11,1,7,2,14,32,4,0.6666666666666666,8,8.29,7,1,3,0,1,0,12,6,105192.74609737686,39.99201248195573,2.620396601271566
10,1,83,39,3,1,17,2,10,0,10,8,3,0.75,9,7.7,7,3,0,1,6,0,14,8,13395.422975804677,8.226811447679399,2.095275705450235
14,12,144,84,4,2,12,3,12,0,35,64,2,0.6666666666666666,12,4.25,7,2,2,0,0,5,3,4,153628.8465961316,101.9068058285558,2.381405797055281
9,2,47,43,9,1,9,0,8,4,9,32,2,0.9,4,4.04,6,1,1,1,5,0,8,5,187351.06858119546,57.931028213550505,2.3308150659423488
10,3,102,44,5,0,18,1,24,2,13,8,4,1.0,8,7.74,7,2,1,1,6,0,11,2,24484.05812607878,12.141581125267457,11.175373535815071
11,7,24,14,3,3,0,4,2,0,6,8,2,0.5,17,3.67,5,8,1,0,0,6,6,2,4261.861433037383,2.1543652705016343,2.7316339070835194
11,6,27,9,3,1,0,3,3,0,7,2,7,0.75,19,5.57,8,2,1,0,0,8,7,2,1277.7950768433534,0.6262077083642851,3.49657201845579
4,14,23,16,3,5,4,2,2,0,21,2,6,0.375,15,2.27,8,2,1,0,0,4,3,1,1059.2047090347132,0.6082715615081239,3.5364000795988035
15,3,121,16,8,2,19,3,13,4,32,64,8,0.8,20,19.58,10,6,1,3,0,5,12,3,734634.9848422838,222.9069659787579,5.272153235189938
18,16,97,67,5,3,6,1,14,3,15,8,2,0.625,7,3.5,8,2,3,3,2,8,12,3,32073.58859578875,13.738259662276477,3.210258607763509
10,5,68,27,3,2,10,1,20,1,8,8,1,0.6,5,7.7,5,2,0,1,2,0,7,2,15863.898388311958,8.182821869903579,6.367905326868685
6,5,18,13,8,1,8,2,12,0,15,8,2,0.8888888888888888,7,4.98,4,2,1,2,0,0,8,8,11092.707537506223,3.9951117180207056,1.5043818268511104
10,6,31,10,1,1,2,1,2,0,13,2,7,0.5,11,5.91,8,5,0,0,0,5,7,2,1255.0426840241391,0.6905853949942231,3.0701722873631083
6,9,134,61,12,2,19,2,24,0,27,8,5,0.8571428571428571,12,5.45,7,4,3,3,0,8,14,5,29903.783309177536,14.83900925896271,2.902462196807005
7,11,10,7,1,3,8,3,3,0,25,1,10,0.25,21,3.06,12,7,0,0,0,4,8,1,370.7884468632925,0.17350779209972816,5.524011196179648
6,4,59,39,9,3,7,1,19,2,13,64,3,0.75,7,4.69,5,3,0,0,6,0,5,2,308434.6881414237,98.33701872546766,24.654436579755263
8,2,87,13,12,2,25,0,19,2,13,8,4,0.8571428571428571,5,22.4,7,4,2,1,0,0,13,6,21027.03031583018,9.707880154749867,2.4269241287411787
12,9,13,8,2,5,5,1,2,0,24,2,5,0.2857142857142857,10,3.88,8,1,1,0,0,3,3,2,755.2639626816925,0.36965603000534397,2.1069508447698935
14,7,21,38,6,7,7,2,25,0,13,32,7,0.46153846153846156,15,2.24,12,4,3,2,1,5,7,4,49146.96545799277,17.030211373475407,2.9240523650046275
5,4,60,21,14,2,13,4,18,3,36,8,5,0.875,20,7.49,8,5,0,2,3,0,7,6,24802.072561022684,10.68167932125786,2.174842752290228
3,2,66,48,3,0,10,1,12,6,5,32,3,1.0,7,4.42,6,0,0,1,5,0,10,3,252524.08968938485,74.69087258827876,3.802553327831033
10,13,13,21,3,3,1,4,0,0,19,8,2,0.5,16,1.55,3,6,1,0,0,12,5,2,3699.294852594663,1.6308160958675135,2.724638017610167
9,1,57,20,12,3,15,0,19,6,4,8,2,0.8,4,10.8,6,3,0,1,6,0,8,7,28895.379596449573,11.610960382007846,1.8327175759546783
8,2,25,42,4,1,15,1,29,6,13,16,2,0.8,5,3.05,4,1,2,0,1,0,13,3,72440.0670890314,21.586929290896723,3.813423178993963
9,14,180,78,11,8,26,3,25,2,17,8,5,0.5789473684210527,15,5.61,10,4,2,2,4,0,8,6,34779.843171351094,18.624254612541705,2.049335686099706
9,9,7,6,2,3,1,1,4,0,25,4,10,0.4,15,2.49,12,1,1,0,0,12,7,1,1543.4382070412769,0.6647747406900723,4.967233516697466
5,1,73,16,8,0,20,2,11,0,6,64,4,1.0,10,16.14,8,4,1,1,2,0,18,4,106475.91868162958,54.44186643206751,4.604868187646927
8,5,22,60,8,0,14,0,23,5,9,64,3,1.0,5,1.9,7,4,1,1,0,0,13,7,751446.1127333108,188.19772166089305,3.040064093907271
6,12,28,17,1,5,1,3,4,0,18,4,7,0.16666666666666666,17,2.66,10,2,1,0,0,11,4,1,2614.198986305583,1.4407018913880962,3.8751886221541016
5,2,59,59,10,1,11,0,10,0,7,32,1,0.9090909090909091,2,3.44,5,2,1,2,3,0,6,3,59960.30042931417,28.704511252365265,2.2110468437371513
4,13,20,6,2,3,3,4,4,0,15,16,9,0.4,22,3.13,12,4,1,0,0,10,8,1,9208.09444131001,4.512903235458304,5.727520415196858
10,3,115,34,11,3,9,0,31,4,5,64,3,0.7857142857142857,4,10.14,7,3,2,2,0,0,15,8,712252.4688692306,213.44877841332092,3.148048153151561
13,3,61,49,11,3,31,4,7,1,36,8,4,0.7857142857142857,17,4.85,9,1,3,4,2,3,9,2,25381.68196005098,10.430049119532972,7.596010474652399
3,3,28,55,8,1,8,0,15,6,10,16,2,0.8888888888888888,4,1.88,5,4,0,0,0,0,8,3,71631.71664538684,20.493144169101992,2.868070706845567
11,10,19,8,2,2,4,1,0,0,13,16,8,0.5,14,4.16,11,8,0,0,0,4,8,2,6268.211577592238,3.5337449489101154,4.16803412295217
20,11,81,33,8,7,5,3,12,4,34,8,3,0.5333333333333333,13,5.78,9,3,0,4,4,0,9,5,37351.60134140209,13.628393210148399,2.405169582071458
7,6,29,5,2,1,5,2,0,0,30,8,7,0.6666666666666666,14,8.2,8,6,1,0,0,5,8,2,5122.398907992594,3.0644636336982485,3.4513162578027
9,14,54,23,15,8,6,3,11,0,20,64,2,0.6521739130434783,14,4.48,6,5,3,4,3,5,3,3,178787.79324889134,76.29823674558456,2.7926899741565503
3,3,50,17,8,3,16,2,20,3,8,32,2,0.7272727272727273,8,9.66,6,3,2,2,2,0,16,2,170402.4774601925,56.3475001868059,26.48106218553039
6,8,174,38,12,5,15,1,7,2,26,64,4,0.7058823529411765,11,10.17,10,6,3,1,3,5,10,2,466978.11089563306,157.29647310907788,24.49074399158954
17,6,34,24,14,7,16,2,5,1,36,32,2,0.6666666666666666,10,5.36,4,2,2,2,3,0,12,3,85999.54559069288,28.725693270233233,3.7766741472908008
15,7,133,24,13,3,21,3,17,2,25,64,3,0.8125,13,13.08,5,6,1,3,4,8,11,2,465028.2630360859,170.47659566305904,25.494129752999314
10,2,94,28,10,1,7,0,33,0,10,32,2,0.9090909090909091,4,10.36,4,2,2,2,0,0,12,6,85616.41984962346,39.254756450712996,2.4699003850405044
5,2,117,33,11,1,7,0,31,1,6,32,4,0.9166666666666666,5,10.32,7,4,2,1,6,0,12,3,112859.41956468625,50.94815584714475,3.743925054798813
6,6,121,76,12,7,29,4,23,0,16,8,4,0.631578947368421,17,4.57,9,4,4,2,1,3,5,5,23870.162083467712,12.383103864597862,1.7271704420117118
7,10,59,53,6,3,15,2,16,4,26,8,8,0.6666666666666666,15,3.09,12,2,4,2,1,5,12,6,27336.2615310661,10.806826800030372,2.9369872294986576
12,4,24,23,1,2,5,5,0,0,6,16,3,0.3333333333333333,19,3.34,6,5,0,0,0,12,5,1,9530.980684520844,4.459749232139104,4.317675483030654
7,4,47,53,9,2,18,0,28,0,5,32,4,0.8181818181818182,6,3.54,7,3,1,1,4,0,6,4,39634.29611972673,21.16114782509996,2.34364683579602
15,8,53,62,12,2,15,2,19,0,25,32,5,0.8571428571428571,13,2.85,8,1,0,2,3,8,6,3,63983.96568995301,27.91911858512536,2.9065946324386354
6,2,79,42,10,3,13,1,6,0,9,32,4,0.7692307692307693,7,6.24,6,4,2,0,0,0,8,5,39175.90842589177,26.027782442349967,2.3875351327566006
13,10,22,28,10,3,33,3,16,3,31,64,2,0.7692307692307693,15,4.29,4,5,4,1,2,5,4,5,471979.8351241697,120.42923641858208,2.6234244636933424
12,15,179,30,6,2,17,3,15,4,31,64,8,0.75,19,11.09,11,5,4,3,4,0,3,2,806474.8933161014,283.4193518088626,45.68066010485543
9,10,20,9,3,5,2,3,4,0,16,4,4,0.375,15,3.59,7,5,1,0,0,11,8,2,2148.705659509071,1.0361102930437556,3.2258442737082533
19,15,24,62,9,2,18,3,25,0,38,32,4,0.8181818181818182,15,1.9,6,5,3,1,4,8,5,3,40539.781949446304,16.812372100597944,2.7149861095275916
3,5,6,19,2,4,2,4,1,0,19,16,10,0.3333333333333333,25,1.01,12,1,0,0,0,11,3,2,4938.519229854894,1.868773020460252,3.5921249212234825
20,8,100,37,11,6,22,3,25,2,38,64,3,0.6470588235294118,14,7.57,7,5,2,1,2,5,14,3,405598.3390828266,141.72217146461492,5.070436724771781
14,9,109,86,15,5,14,1,23,4,32,64,5,0.75,11,3.46,8,3,0,2,0,5,10,4,728226.0119755565,231.1662806384489,4.116130046654149
10,5,157,49,12,5,9,1,24,4,23,64,3,0.7058823529411765,7,7.82,9,2,1,0,0,8,8,5,694007.0754346659,240.43058511601595,3.0313544640626944
2,10,11,18,3,4,7,2,2,0,16,2,6,0.42857142857142855,15,1.57,7,2,0,0,0,11,7,1,798.8255034228954,0.3514864342269602,4.478995519389724
4,2,32,17,2,2,4,1,0,0,15,8,3,0.5,8,4.63,5,8,1,0,0,5,8,2,4824.17519615435,2.8054805609187343,3.12170199731915
4,3,36,56,10,2,9,0,29,2,15,16,3,0.8333333333333334,4,2.33,5,4,3,1,4,0,9,2,38337.81721880238,13.520985436482338,14.560086170804514
5,2,77,30,6,0,12,1,13,3,15,8,3,1.0,7,8.22,6,4,0,1,5,0,9,7,22682.15134584327,10.535798698973194,1.8653722852811998
12,3,20,14,1,4,8,3,0,0,26,1,6,0.2,17,5.18,9,4,0,0,0,5,5,1,498.3557503623411,0.2581774612105949,3.9569782918724656
9,5,76,58,11,1,11,2,30,4,15,32,1,0.9166666666666666,7,4.27,5,2,0,2,0,0,4,8,211965.33430673886,74.24034177403543,1.4593655133537036
8,4,103,81,11,2,26,2,23,3,13,16,6,0.8461538461538461,16,3.87,8,4,1,4,3,8,12,2,85060.85256366104,33.4340436079515,21.06117179963484
13,13,25,65,8,1,28,2,23,0,10,64,5,0.8888888888888888,14,2.03,7,5,0,0,3,0,7,5,36197.74805523684,21.123551992988347,2.9740887826424385
12,13,26,18,2,4,7,4,3,0,8,2,10,0.3333333333333333,23,3.19,13,6,0,0,0,5,6,2,1147.5352004563183,0.6130140799729737,3.6431206371686096
11,15,20,17,8,8,26,4,22,3,22,16,3,0.5,19,4.27,7,2,2,1,0,0,13,5,47012.21642902896,14.031300730796346,2.8903741292971574
11,5,37,27,13,1,19,1,12,0,33,8,5,0.9285714285714286,10,5.02,11,2,0,1,4,5,6,6,9469.418248819089,4.694651796658959,1.662234367620734
6,3,34,52,11,1,17,1,14,0,11,32,2,0.9166666666666666,6,2.9,6,3,0,1,5,0,14,5,36205.57913380285,18.069620687452115,2.8867097180368813
17,8,58,53,10,3,29,4,12,1,27,32,8,0.7692307692307693,22,4.09,13,1,4,3,3,3,9,3,115630.82123013862,41.30766973137365,4.013817982937345
8,1,73,33,4,1,5,1,18,5,12,16,1,0.8,4,7.08,3,4,1,1,1,0,17,4,76584.89864953842,28.44824107815641,3.514559790383123
6,2,110,17,10,1,23,2,12,3,6,8,3,0.9090909090909091,9,20.48,6,3,2,1,2,0,9,6,26471.86491036685,13.87388446732645,2.003655645152212
4,4,113,30,6,2,14,1,7,4,6,64,2,0.75,5,10.79,5,4,3,1,1,0,7,4,678756.9973646268,217.08861792267732,3.1130726287926316
11,15,13,20,3,3,4,4,3,0,20,8,4,0.5,19,1.76,6,3,0,0,0,11,5,1,3646.7983946502227,1.631850510325732,3.9455277331507337
20,2,39,21,4,7,9,2,7,1,8,8,3,0.36363636363636365,13,7.1,7,1,4,4,3,8,3,2,23184.885164145246,8.425118695983073,6.1447463310322314
4,2,155,50,12,5,5,4,10,0,14,64,6,0.7058823529411765,20,7.57,9,2,4,4,2,5,7,5,289727.6286929847,146.44386428843816,3.3431852214341222
8,9,24,12,3,2,4,1,0,0,8,4,8,0.6,13,3.77,10,8,0,0,0,3,7,1,1759.4844281538246,1.1270084637549547,4.84852225455011
8,12,31,15,3,1,8,1,1,0,12,8,9,0.75,14,3.83,10,2,1,0,0,11,6,1,5899.099644390906,2.9488413712657455,4.790208206025709
2,5,24,9,3,4,1,3,1,0,24,4,5,0.42857142857142855,17,4.24,7,6,1,0,0,5,8,1,1996.5552961791882,1.048415597935203,4.647521543628703
5,3,131,44,5,6,24,4,15,0,25,32,8,0.45454545454545453,24,8.17,13,2,2,4,3,8,5,6,123792.87347010015,61.78706906964486,2.37809403605474
6,14,178,52,7,2,7,3,9,3,17,64,7,0.7777777777777778,20,6.95,11,3,0,0,0,5,10,4,615914.2937427172,230.40470362044445,4.172514012341723
5,1,39,37,10,3,7,0,8,2,11,8,1,0.7692307692307693,3,3.76,4,0,2,1,3,0,16,2,14145.209894516378,6.158632860158956,11.57875258896444
20,4,117,36,6,5,14,3,20,1,12,16,3,0.5454545454545454,16,9.06,7,4,2,3,0,5,7,3,68245.73032030903,31.760766183280086,2.645752726793662
10,9,47,32,8,1,35,4,15,4,32,64,8,0.8888888888888888,23,5.39,13,3,3,4,1,5,8,6,656775.0153352689,198.61088924647163,3.410178726048325
19,7,65,65,9,5,28,4,23,1,28,16,5,0.6428571428571429,20,3.73,10,3,0,4,1,3,13,6,61610.82243601195,21.859368813793605,2.7454143929761474
5,9,31,14,3,1,6,4,1,0,26,8,6,0.75,19,4.02,8,3,1,0,0,9,2,2,5409.134317123038,3.0784586208339384,2.4093703429966093
16,10,149,68,12,1,30,3,22,4,13,64,2,0.9230769230769231,13,6.0,6,2,4,0,4,8,8,5,706253.161413613,219.033888880447,3.07348388912391
3,6,13,21,3,5,8,5,4,0,13,1,9,0.375,26,1.96,11,8,0,0,0,8,2,2,430.6623483100688,0.2025998006272036,2.8945872687518834
8,3,9,9,2,3,5,4,1,0,22,4,9,0.4,23,4.03,11,2,1,0,0,10,4,1,1387.0627930325873,0.5728776118420045,4.73686284984503
4,1,59,51,4,1,11,2,11,4,5,8,3,0.8,9,3.98,6,1,3,2,1,0,6,7,26786.772007643074,10.040556341540414,1.6747709073790178
16,2,177,40,11,7,17,1,11,1,25,64,8,0.6111111111111112,12,12.0,14,1,4,1,2,5,6,5,343659.1052193444,169.43481932057526,3.106364034227891
12,15,21,21,3,3,6,5,3,0,24,4,3,0.5,20,2.38,5,8,0,0,0,7,6,1,2338.4815926766014,1.2723901380632037,3.8927068782899528
14,3,81,54,5,3,16,2,21,3,34,16,6,0.625,14,4.67,12,4,3,1,3,3,11,3,63727.027757747026,26.291464036932116,3.9236913689420656
5,2,56,38,12,0,15,0,21,1,6,32,4,1.0,6,5.32,7,3,3,2,6,0,11,5,93768.75801508258,38.14877702993897,2.840463661276138
11,2,31,12,2,1,4,2,4,0,15,1,4,0.6666666666666666,12,7.23,7,8,0,0,0,12,2,2,686.453870529007,0.3544713724521702,1.6914850458073412
5,14,132,84,7,7,8,2,14,0,36,32,4,0.5,13,3.55,6,4,0,1,1,5,14,6,82862.91899474603,51.489023336212426,3.0402960096233773
9,11,55,41,7,1,23,3,22,2,18,64,4,0.875,16,4.02,8,5,2,4,0,3,9,2,448920.0196773208,147.9963542131704,24.166880285513322
5,2,34,55,8,1,25,1,21,1,12,16,3,0.8888888888888888,7,3.14,6,3,0,2,6,0,18,8,32675.109639404243,13.045827525351472,2.6349958822086794
10,13,14,16,2,4,5,5,0,0,30,8,3,0.3333333333333333,21,2.2,5,6,0,0,0,11,5,1,3699.9548998904406,1.5762645605635612,3.8237494130552396
10,3,57,28,8,1,22,1,31,2,13,16,1,0.8888888888888888,4,8.04,3,3,0,0,6,0,6,5,35354.14997729283,16.375580088416502,1.6629415956450615
9,2,104,18,7,1,12,0,26,2,7,8,1,0.875,3,17.5,5,1,0,1,5,0,8,7,21982.566436717687,11.163913382355945,1.4250253455816542
17,12,43,27,4,4,20,1,9,4,22,16,6,0.5,13,4.92,8,1,2,0,3,3,10,2,54006.73894055311,19.904641093396013,24.978494847819267
3,13,31,8,1,3,5,3,1,0,18,8,4,0.25,16,4.09,7,3,0,0,0,11,6,1,5484.390162696956,2.9399215879610052,3.996619358741539
18,7,74,34,10,8,32,2,7,0,16,16,8,0.5555555555555556,15,7.26,14,6,3,2,3,5,5,3,35242.86898510497,16.552171597150934,2.7241162316774
6,5,92,48,12,2,4,2,34,2,6,8,2,0.8571428571428571,8,5.39,5,0,1,1,3,0,5,3,20934.146406471893,11.578046185761975,1.984718251971616
3,3,56,18,9,3,15,2,27,1,15,8,4,0.75,9,9.87,6,4,0,0,2,0,7,2,10682.63835857295,6.046003263690371,6.837278746545833
10,6,26,21,2,4,6,1,4,0,23,8,4,0.3333333333333333,9,3.42,5,5,0,0,0,11,3,1,4898.71519405068,2.76164768763567,3.041584837890421
16,11,36,54,15,7,28,2,6,1,13,32,5,0.6818181818181818,12,2.95,10,5,4,0,2,3,4,2,59052.96839592444,22.433699757613656,10.470708889176931
4,4,147,59,12,5,10,3,9,2,15,16,8,0.7058823529411765,18,6.13,12,4,2,4,0,5,14,6,78425.35017123191,34.02780398111975,3.288564982228466
19,9,150,61,4,8,32,2,16,1,24,8,8,0.3333333333333333,15,6.89,14,6,0,1,4,0,3,2,27170.880262936018,14.870387588206842,6.863965506660875
9,7,18,9,1,1,8,4,1,0,16,1,5,0.5,19,4.81,8,6,1,0,0,4,6,2,473.21913288934593,0.2800384980446888,3.0169758447744535
12,2,11,12,3,1,6,1,3,0,15,16,6,0.75,11,4.56,7,8,0,0,0,8,3,2,5360.4312006840655,2.504801229108139,2.5023214821248243
11,9,114,90,11,4,28,2,9,0,34,32,2,0.7333333333333333,10,3.71,8,3,0,2,0,8,14,4,90731.66257828566,46.77794299151596,3.1812155276902083
10,5,19,20,1,2,4,1,0,0,13,2,10,0.3333333333333333,15,2.9,13,6,1,0,0,4,6,1,832.6923799419795,0.4403124298621607,5.15431350584998
16,3,171,87,4,7,26,2,12,2,24,16,8,0.36363636363636365,17,5.68,13,6,2,2,3,5,6,2,81161.13829499616,39.137081354407194,15.12427429260136
11,3,10,8,1,4,7,3,3,0,9,2,10,0.2,21,5.6,11,8,1,0,0,10,4,1,772.1823249290856,0.309274775059945,4.795551410550759
12,6,32,24,1,2,5,2,0,0,28,2,5,0.3333333333333333,13,3.59,7,1,1,0,0,7,8,1,1405.2529862437048,0.7512526694391489,4.460384220703507
9,10,29,22,1,1,7,1,1,0,9,8,2,0.5,6,3.09,3,3,0,0,0,9,4,1,4652.724761179203,2.51322006713277,2.8510764955055836
6,2,36,40,14,8,30,2,7,2,15,32,2,0.6363636363636364,12,4.11,4,2,4,3,3,8,3,5,151707.2022052289,43.44931374349897,1.7945090840780606
9,7,74,38,8,5,19,2,6,4,23,64,7,0.6153846153846154,16,5.44,12,4,4,3,0,0,7,5,675196.8629496375,192.64685344698012,3.356869220640544
5,12,31,21,1,5,0,4,2,0,21,8,10,0.16666666666666666,24,2.4,12,6,1,0,0,7,3,1,5065.858705333444,2.9445810708401634,4.5379827447466905
3,3,23,40,11,2,22,0,11,0,6,16,2,0.8461538461538461,4,3.13,6,0,1,2,6,0,16,5,21663.048572986118,8.639193258592947,2.823001408301906
